Product_Type,SKU_ID,Price,Availability,Units_Sold,Revenue,Customer_Segment,Stock_Levels,Shipping_Lead_Time,Order_Quantity,Shipping_Time,Carrier,Shipping_Cost,Supplier_ID,Supplier_Lead_Time,Production_Volume,Mfg_Lead_Time,Mfg_Cost,Inspection_Result,Defect_Rate,Transport_Mode,Route,Logistics_Cost,Gross_Margin_Pct,Revenue_Per_Unit,Daily_Demand,Stock_Cover_Days,Demand_Stock_Ratio,Total_Lead_Time,Cost_Per_Unit,Reorder_Point,Reorder_Gap,Carrying_Cost_Ratio,Supply_Efficiency,Shipping_Cost_Ratio,Future_Sales,Delay_Flag,Inventory_Risk_Class,Cash_Stress_Score
cosmetics,SKU35,90.44604362145932,11.431120735236913,436.90024150520514,6146.968042232435,Female,34.129121040868014,27.14872156815719,92.73745965730144,8.069371818654844,Carrier C,5.252335346710092,Supplier 1,3.034333749251859,355.6168520176707,2.031194861734489,56.125600569919975,Pass,0.5022394298405045,Sea,Route C,550.0867285319781,31.48351389554373,16.754548239947432,14.00229902997899,2.764285058299967,10.227592052970639,4.820926866967824,1.2804895555280944,110.82948189403812,0.0,0.06653725264115909,3.61419269717026,0.0007748141100810221,309,0,Medium,1.23
skincare,SKU37,26.311236850198657,4.978007842620808,1001.7002747563158,2316.8616135124703,Female,25.515114383712927,9.044976797943093,19.051060623387908,10.574310603726568,Carrier A,1.3431033133459223,Supplier 3,23.067836460507824,809.0207840636879,14.673046821879309,32.01094890602291,Pending,2.417185307292878,Sea,Route A,166.47042200620098,0.0,2.483799228342276,30.817257242211667,0.8180644422772583,32.60933519521822,39.955882337175,0.18956720355239537,1499.4001592116763,0.0,0.043109461178802565,40.427248928455924,0.0005904060236253703,635,1,High,4.68
haircare,SKU83,62.39144632576473,66.31623440784243,669.7829762263182,2168.7205086751287,Unknown,51.79063003788884,23.326328787649427,7.134109772026652,8.476354442583002,Carrier B,5.370081240747113,Supplier 1,21.40113946175208,474.98725904916813,4.4127719949645385,96.56098816263447,Fail,0.8088634500454865,Road,Route A,685.5048196761433,0.0,3.646175319395278,22.534104108833777,2.882160660338927,9.364929908386074,21.594351785724754,1.0122044840676874,671.0718783900738,0.0,0.14959648222703423,60.38358591353157,0.0020825241689667673,779,1,Medium,5.64
skincare,SKU98,19.60152274123946,44.97156238252303,944.1550936399929,8224.094141006957,Female,55.79421866522841,0.9882900472840415,26.72976080440751,7.2428237252496395,Carrier B,1.375834292711424,Supplier 5,28.21206641677761,594.8298593634032,9.588368562815672,5.940138598414551,Pending,2.970250006398683,Rail,Route A,698.082638524626,73.02449753733038,9.635236704359752,31.896045408377503,1.5699806050684415,14.03676481453895,39.38626323191965,0.8704665469846596,1488.5809521675967,0.0,0.015144131694975489,21.330372474409735,0.0002098588173600702,757,1,High,2.21
cosmetics,SKU88,78.62191531455481,60.32747228354262,695.2686834843455,8291.040502367836,Male,58.12961090256424,16.350180785257695,87.94133105731616,7.489578774057565,Carrier A,3.8537702275159345,Supplier 2,20.998412711741782,929.3326202142655,11.862707357194141,58.20009003456846,Pending,0.6525173946492204,Sea,Route A,119.10242962829912,8.465266585659,13.359418960648323,26.015057807281742,2.0301597943331204,10.405697044841347,35.237668711928066,0.1300251954559265,876.283297957036,0.0,0.06797803787341475,11.547525771794323,0.0003621747981101812,628,1,Medium,2.73
skincare,SKU98,16.647979067225023,46.9778664191363,830.2521976372653,8013.018453396003,Female,56.51859764279921,1.005619511073729,29.40265711859832,7.473279578792571,Carrier B,1.3586613334725937,Supplier 5,30.28910053676868,588.7980959094212,8.569160705742952,5.734899770231809,Pending,2.603476010640178,Rail,Route A,941.0484231866491,75.66488230474828,9.427912570126084,25.76269576264777,1.856999051048109,17.498194081019268,36.932043293241456,0.9510525478073781,1297.7766982218882,0.0,0.017515366034621584,19.892234768804226,0.00019561116571525743,585,1,High,2.4
haircare,SKU24,4.11388299923862,31.743495011276643,198.67018476069535,8925.866019376346,Male,4.10986046268837,24.11800643241351,1.973508701234886,9.235829892557504,Carrier C,9.692083094367415,Supplier 2,25.915852379509168,409.54455341360773,2.696353182712154,45.63890420468763,Pending,3.9889841664175316,Air,Route A,680.4471337209791,0.0,47.53953814669278,6.9444446934259325,0.5764025278690591,49.29356842451161,26.274744837326047,4.373921146723347,265.26718329104943,0.0,0.16786369060858178,140.3510351672522,0.0010049638066406575,142,1,High,32.21
cosmetics,SKU92,47.328583057966895,45.083196013182835,299.5549880849859,1812.5874485575,Male,91.12956435174304,26.78981773589862,10.865748776931465,7.718067659761006,Carrier B,4.316437100099813,Supplier 2,3.9705521472527527,680.9873091727427,32.02202692296979,56.55130296593009,Pass,0.3124588640925887,Rail,Route B,205.58493188337602,0.0,8.279424845993349,8.154168468783475,9.869543392606625,3.282677346148301,35.071203559796004,0.8823726764708757,333.8748775161913,0.0,0.4215353976786067,66.22238965502488,0.0021754599812794347,277,1,Low,3.82
cosmetics,SKU17,76.14791365249668,83.82900642843757,134.2506418893603,2522.88188460783,Female,45.46368717163541,15.182210975349385,88.73341715548861,8.959490126189245,Carrier C,3.84760957276003,Supplier 1,7.291685411291333,438.24404345167903,14.91664782291131,43.57388709423268,Fail,0.09787934888250781,Air,Route C,718.5490856610115,35.643407427351676,19.138919627218463,4.488623807356767,11.837583142907212,2.5235702693320174,21.073871306081916,5.877722203652669,118.81349357215313,0.0,0.2264660111105777,5.479146668457062,0.0014825052509831542,183,1,Low,2.26
haircare,SKU81,67.9115443518823,9.2698742455771,851.1700390843621,4609.17399056585,Unknown,51.53230048647586,6.673508423982193,8.273708620643427,4.7739516290470005,Carrier B,4.351603689506621,Supplier 3,25.523220013982602,685.5856794618687,1.0470463383303328,14.695943457190362,Pending,2.5990001071235014,Rail,Route B,283.4127363943544,66.20249752094679,5.812680020180789,26.192053706592503,1.9051637106183132,17.299063709137766,31.039069707119907,0.375277910216373,828.0921744498349,0.0,0.018501355768082376,76.22413502061485,0.001011906865397777,529,0,High,1.04
skincare,SKU65,35.50174041988054,81.84706884225933,417.9783339276761,8251.211788037566,Male,56.72580253508328,25.16385274835559,50.80925844626755,6.971131494376654,Carrier C,6.779640999760341,Supplier 5,15.530914242662314,344.5192367228432,19.836081022193078,1.6130529783824703,Fail,4.488011902491274,Rail,Route C,547.2234657610575,88.94454410991554,17.390090215593112,15.664167243571717,3.8928173191824276,7.686055942641256,39.86477796477639,1.1195300560481878,598.1959239995825,0.0,0.005392407994122266,5.825350235130971,0.0009293538507453597,333,1,Medium,1.11
skincare,SKU53,26.57859242139241,99.97447104127303,241.51350548128315,8380.253729146909,Male,89.04399580638363,25.65090544978937,50.051871842094585,3.221463883686827,Carrier B,1.0950125182425798,Supplier 1,0.9892110450507263,627.498499961716,17.588504503220495,85.8884492863842,Pending,1.5258997644677035,Air,Route B,810.547378230724,0.0,32.71926219766422,8.590786946294282,11.751215967059164,2.517703290880391,18.76365536234557,3.3300796389392624,182.73534539212665,0.0,1.2461274215712252,12.877608928307007,9.185597314198001e-05,300,0,Low,8.9
skincare,SKU34,34.73464147047122,89.9634164593223,642.8662109449853,10392.073859928334,Unknown,0.9594981386263026,26.35207818446439,19.735622154753255,7.952107948334456,Carrier A,1.0867597502305009,Supplier 1,3.736116619550765,375.9793454279629,10.830069646209253,10.26174019195017,Pass,0.6901977164073568,Road,Route B,522.348977478453,60.837175429342004,14.081447188488704,19.49847028481842,0.0,303.79733230004007,14.449547219689478,0.967103880570479,354.9197607273402,0.0,0.0004809273285783482,22.460144766451076,9.695041527608057e-05,764,1,High,0.71
haircare,SKU79,52.871250719337546,51.70244012321366,156.15142870467145,8427.73298528686,Non-binary,27.80031630987678,27.816290469227432,19.721247196287134,0.8756108201492192,Carrier B,5.915434259607242,Supplier 3,5.076253976925732,193.70957570079958,12.566347206676188,50.85078143260659,Pending,0.15606561093372653,Air,Route C,357.09230224319384,0.0,42.38462016981026,5.9101437048650896,4.584021749827422,6.72907847346222,16.58083172621806,1.8075750944661666,140.80632455389804,0.0,0.1528810895971929,9.64974595848569,0.0007380561990313025,156,0,Low,2.8
skincare,SKU60,17.285279165286216,13.990987844697527,363.44981485394885,8917.564131079618,Female,38.48557789676962,27.7060030151472,76.17261175112611,8.291141503969712,Carrier C,3.8389530415840527,Supplier 4,29.183702675161534,940.701112244256,23.268614173032013,89.39904273340451,Fail,2.916412012960061,Rail,Route A,427.0417594888365,0.0,23.277321043655586,14.558873124868143,3.099569400571983,9.80608158284612,53.16475376720671,1.0566781589476202,790.7805339553842,0.0,0.5814603468095275,15.149076670533983,0.0005021865842405709,259,1,Medium,16.57
skincare,SKU40,72.61061173556665,84.16047936608129,901.5179997453382,5208.298760764589,Female,94.01692534228269,20.904409157610267,38.54455665120002,8.420727320255747,Carrier C,7.267049849007249,Supplier 1,20.689306265330433,832.7213665967633,1.0716493660918616,77.96380578441789,Pending,3.8184909901201336,Road,Route A,550.1041460228776,0.0,5.82945729824947,34.03437858136391,2.7501614544683326,9.26072884499506,20.01466583318484,0.6610554226804127,667.8101886400118,0.0,0.09771653788246278,19.646626099164276,0.0012928101742710806,807,1,Medium,3.21
haircare,SKU99,64.23145717601057,18.190537623705467,549.7675991281109,9328.509712769615,Unknown,59.726324144048874,8.50698462031629,61.318535086908305,6.760943708736643,Carrier B,1.2879898692806646,Supplier 2,25.4626353352092,930.9620433289415,1.9798780303112495,31.62846476950171,Fail,0.3148820314300579,Rail,Route B,189.62443456421468,41.534824169557126,14.23745185641746,20.376874736866256,2.438008616450495,10.072872327387824,31.93608023772251,0.3391334516296657,791.1757689559845,0.0,0.049334557312591,14.899744255639545,9.915355206063063e-05,459,1,Low,2.27
skincare,SKU32,79.83613315059684,45.11832911784709,778.2058677308718,8083.809247954108,Unknown,85.8903533624655,13.001552902377991,70.67751201613643,3.7485133932971566,Carrier C,5.7358042644285625,Supplier 3,30.154505295745743,788.0733288921537,6.779683152814658,35.35315664331925,Pass,2.280364823604322,Road,Route A,756.7607623575686,63.44371515469157,13.59801383583209,25.84590660388971,3.181287923307043,9.29513208658477,38.37466201360848,0.9101562798326892,1185.9064349991777,0.0,0.041384513118374475,10.62521202351607,0.0007067985742508627,734,0,Medium,2.49
skincare,SKU67,85.88899809993035,16.364424418251172,546.6461360095466,9649.303073717092,Unknown,12.238737215401272,8.610352510919416,77.67034216244446,8.389058888895288,Carrier C,7.968115621180902,Supplier 1,9.143213215516731,214.3827403570967,11.40383008177448,7.798638430545926,Pass,0.11798873616375108,Sea,Route C,200.69160280482424,89.87299218602377,15.866338973463424,20.103831372422693,0.6266342733537971,38.2058591482547,20.65433623606136,0.34068826831060867,407.46263903751895,0.0,0.002014552697765633,2.754194700351703,0.0011059463547569198,391,1,High,0.28
skincare,SKU32,78.77994189439141,42.051778263930046,905.8414608608439,9798.002684103823,Unknown,81.9821621545162,12.115719948595322,64.0970656801421,3.232640551724043,Carrier C,6.264931790651919,Supplier 3,29.759054427679484,727.1420342020674,6.295831781263745,28.627063921328403,Pass,2.129711399200217,Road,Route A,820.4327494934311,62.98815846676091,12.188435146348162,25.69638966858332,3.464276337025819,8.749207394726833,37.959457273778234,1.0120596585772403,1047.6092250034278,0.0,0.043376068792205416,10.461948952008678,0.0006622660041558747,860,0,Medium,1.74
skincare,SKU13,15.878689597565641,4.932466136705381,253.314727514875,3777.7906681425634,Male,86.1953309113263,7.88667143007435,48.55755917416474,8.733720641989521,Carrier A,9.71708049376021,Supplier 5,26.07504693337076,167.7529952182371,9.564402916464251,91.33198375920118,Pending,1.6232944170661419,Road,Route B,544.1237592760112,0.0,16.88570661588706,8.527199623079477,9.58270350218288,3.554478881612129,34.82339595000307,1.9982487988097433,291.83581909929336,0.0,1.9682475376005977,3.31080693718222,0.002279495568997142,203,1,Low,16.75
skincare,SKU20,96.5419785561067,21.398128120360152,267.5788609928075,8828.45334948992,Unknown,28.825106884358757,10.766283976019489,68.30948758213881,5.46405526546239,Carrier A,8.445926669303466,Supplier 1,30.12787484598442,329.0243647421293,6.377588610790159,66.97286533031621,Pass,4.6630907085590545,Air,Route B,469.7481074343877,30.830705600912523,20.12771614124546,10.58758928994315,2.6159386928073136,11.689818568451978,33.25274301091862,1.6429779926494457,450.32437353376594,0.0,0.05973628855148881,4.98831608943742,0.0011298639759058258,165,0,High,3.28
skincare,SKU47,100.38244916025339,92.42922486003404,873.3895970742492,7367.796917863186,Male,4.480873823212707,14.260943222492422,49.98760377854664,9.019188313356725,Carrier B,9.470711816800891,Supplier 1,10.27636638631053,1034.4154306241437,23.15825516102583,18.705420351711673,Pending,0.3991373262440749,Rail,Route A,596.5211430599104,79.52094346110233,8.168760798213265,29.685565118580396,0.1025843658531759,162.99494222336492,28.706843332546025,0.6914654623521622,1184.4763959147556,0.0,0.0008673804176839383,19.76190223605596,0.0014285946876756502,1398,0,High,1.64
skincare,SKU19,49.437326865173596,88.35984250678548,193.71905848479213,2740.159845956404,Unknown,50.255936741138214,12.377269693562347,105.80114100477165,2.92670464880476,Carrier A,4.818136515923639,Supplier 4,19.20554425277913,637.2550235643614,14.766797689853453,87.09839497205188,Fail,3.7348080223715074,Road,Route C,511.29043913435294,0.0,14.201055369780901,5.840111282437378,8.337638121535775,3.569787927394106,41.03521022818006,2.138559246890541,262.01964700864005,0.0,0.4524523944757159,6.909371060996016,0.001769544788886295,230,1,Medium,6.05
cosmetics,SKU7,43.46827357030493,68.01045097309685,373.5720902560518,8282.600056661418,Female,94.93577654675985,15.91750886599197,10.296540128415263,0.9813286708313238,Carrier B,2.4033293313851534,Supplier 4,21.656691502165874,630.1263222347524,1.04740830227214,102.51505535128727,Fail,0.4309122450260977,Road,Route C,827.7736309258833,0.0,19.52413499803885,12.916960461337426,7.542536657001359,4.869443282466782,18.290369574203087,2.078289215720283,349.5592539508413,0.0,0.4162868307340294,45.39023367672488,0.0003321824041858041,317,0,Low,6.87
skincare,SKU6,4.534007893310357,49.17801750836723,69.09481692483686,6938.753877382604,Male,11.473733279949597,16.02116489193821,69.92362068692864,7.601139648203888,Carrier C,3.8858246928765943,Supplier 3,14.087488925050359,331.54842339245823,25.69058052137402,1.17716182101131,Pending,1.0800195646422763,Sea,Route A,118.44777467630962,58.047398476290454,115.40813149394391,2.160860135819036,4.849786754210945,5.2177852127490425,36.977801739669786,2.130053589985427,94.4823774664784,0.0,0.044647936370541215,5.558168790363373,0.000546476193588516,73,1,Low,1.4
skincare,SKU66,29.542511117598522,48.896678353446795,591.3614299330078,8205.770572452344,Female,11.34783846736816,20.71902459658948,17.673221611358592,8.360853610017747,Carrier A,2.381744633611225,Supplier 5,24.653994870216962,1011.0413235668061,27.546442246140582,39.27359445814436,Fail,3.203492266284446,Road,Route A,417.47412891567524,0.0,11.04305534975627,24.29548875941533,0.634043962804239,51.37742820780707,55.74232099211613,0.5629397699666661,1399.2371503744585,0.0,0.027678029603588446,39.43502561591048,0.00032774279158081593,538,1,High,6.15
skincare,SKU16,7.337150629366958,83.86084874391425,299.18772322267597,6234.9684137276645,Female,2.077795429162027,6.01135210977875,82.70666441114933,1.0465359125393952,Carrier B,3.99191106109652,Supplier 1,3.4426931270876944,441.0685718153341,20.01625578669914,88.70568311117698,Pass,1.025908769317291,Air,Route A,807.3360194293011,0.0,24.66741110477652,8.71067544288541,0.18235013774315334,90.05608223459491,23.444134609133542,2.914095054482658,263.0858435163934,0.0,0.07439592220954816,4.8426398844677525,0.0005794632920505463,289,0,High,34.6
skincare,SKU32,78.37565783183848,42.744015124743086,776.614762711536,10245.577283186629,Unknown,90.40291343855951,13.235515983663184,71.30514101094445,4.600528458205462,Carrier C,5.949240209395926,Supplier 3,26.210620530250516,716.3990154818641,7.438552000821003,30.58558426030037,Pass,2.1101414069790283,Road,Route A,737.2813397246563,52.72490047364425,10.915897848116522,27.20913773992475,3.6887969807118353,7.3542253561735915,41.1755462985918,1.0091669947184814,1153.4648292796744,0.0,0.04813540623844786,12.151620714706292,0.0007274861133050921,711,0,Medium,2.2
skincare,SKU47,90.1118082269724,105.00950832813889,912.2095642991101,7259.064374901728,Male,4.023379007416815,14.081339442454327,52.304461622540835,9.50179576425005,Carrier B,8.66154412654434,Supplier 1,10.187261328617849,968.51147560795,21.46421012715946,19.24155073838071,Pending,0.38747174065676854,Rail,Route A,601.9430553199486,77.35740580762089,7.276573005056714,28.72509348677807,0.10327352029222864,178.57379739068307,29.403385299394454,0.6688356918204831,1185.3890167391517,0.0,0.0008558999166166266,19.90646866250168,0.0015168382417290597,1076,1,High,1.64
skincare,SKU75,93.93481509480068,28.829920351646095,103.61066742242045,1728.3123415192783,Non-binary,17.078084475398192,19.889822009269977,55.329299997332456,10.549874750464133,Carrier C,2.6281666709914764,Supplier 1,23.79831346267037,723.9667261871879,10.453207036372362,56.191631085648744,Pass,2.2699657612268833,Air,Route C,922.5166844390677,46.86881031776621,17.45470141720471,3.6357219249943165,5.295286883958161,6.379091926978665,37.46541766022762,6.49602515975803,160.23519132684666,0.0,0.07496115171641236,13.365946634711035,0.0012685814222715495,91,0,Medium,4.31
skincare,SKU58,56.79701460704398,76.93673604696684,880.8720603534562,1979.9655006022892,Non-binary,10.016218054389373,4.978208672862537,48.50164336953087,5.852223639394242,Carrier A,5.035221368716349,Supplier 3,18.10225383875781,391.74884977031667,6.604746161870699,64.26836309900492,Fail,1.504248305200437,Road,Route B,112.18947785161421,0.0,2.1289297183803946,34.504009548396056,0.29710933507803616,81.74219614570906,27.671563329100312,0.1440784949435033,820.0296950439849,0.0,0.012000608500414874,8.27701762649089,0.0025624536040992968,817,0,High,3.61
cosmetics,SKU85,71.71114535541284,91.41024500594965,26.24729449861495,9493.35423175536,Female,13.981795280185976,17.44776804107585,70.7413636922999,2.114654910320093,Carrier C,8.059860999785974,Supplier 5,3.9537496114070683,203.66820664080086,1.9725689560836757,64.52889494813267,Fail,1.249826845283282,Road,Route B,910.4678743240175,8.989808280723075,379.3813189812674,0.8727164271865816,18.244302969951967,1.4732506913189767,5.418825708480958,31.22629052138676,11.22553392593884,5.355582745146866,0.5209063534715151,3.0367544666725985,0.0008331055573974847,26,0,Low,1.79
cosmetics,SKU21,74.38682232103235,60.487680063861724,683.9417218591642,8072.22825736427,Unknown,72.35562985797789,23.794655119101748,6.188291082924231,6.502589849108501,Carrier B,6.253903214613757,Supplier 5,18.519333176568004,760.4172757656794,4.19213970484027,57.65316239628181,Pending,0.01896368992902344,Air,Route C,472.2883527057343,32.14350368624279,11.143866978312557,21.07215010328371,3.0741381121968923,8.473864670077816,24.627698144444693,0.945538418060981,591.012125003866,0.0,0.07905144734601509,90.3505739925136,0.0010082734983195211,882,1,Low,2.39
cosmetics,SKU29,63.97225141458542,3.069177414501256,276.587085840226,8709.380054548998,Female,44.541297888848526,5.297761379352205,63.663151571977174,6.13136077261027,Carrier B,9.015956832446928,Supplier 1,15.309819545940764,320.99108818127934,6.878993281929334,37.399885163934016,Pass,4.219785470760111,Road,Route B,787.8501590751357,37.14478661797684,29.5253785218152,8.63795415815498,4.260941496706915,5.602408252570557,25.471452018533935,3.02755599436494,259.8719656786455,0.0,0.12805547260970399,5.262693356133172,0.001038077268974258,168,0,Medium,1.98
skincare,SKU37,22.279657764993704,4.69419115860218,957.53729171642,2672.962505195184,Female,22.368958338256647,8.006662726362686,22.23349005639516,9.669131148432639,Carrier A,1.6223139519579521,Supplier 3,21.27822043033207,945.5001140703732,15.080632387314836,31.360645812569643,Pending,2.60524120615589,Sea,Route A,155.11192058655715,0.0,2.5061311704580524,28.83834299476071,0.7814350971940766,34.941752257365415,36.99201848487847,0.1564514170426057,1305.4039780806202,0.0,0.036875464186405374,42.47968043031337,0.000569674417023817,704,1,High,4.98
cosmetics,SKU50,13.604686594282047,87.50385341278206,623.0224146855338,5954.136079065022,Female,29.992307525138475,24.05104753692562,97.08944958700356,9.339644884124612,Carrier A,6.44370886744585,Supplier 2,20.047241994050115,331.6314053542964,21.34103983688174,42.55314492671203,Fail,4.3116329250397465,Rail,Route B,520.485021655781,0.0,10.222301492787016,22.033789256878432,1.510405098017412,17.704382655758785,43.21505990940978,0.8842742269263307,1007.5300892147608,0.0,0.15465299052442097,3.8247292925290273,0.0010532527092560239,649,1,High,10.24
skincare,SKU53,32.52411024802491,107.21574172857152,248.39356030490717,8018.303276229249,Male,99.37922899083965,27.35459912600221,54.689630235344715,3.116422807464768,Carrier B,1.070628251258203,Supplier 1,0.9299643315316722,654.176445314357,15.174949626320913,78.95395310243612,Pending,1.5396101513284646,Air,Route B,803.0513696045247,0.0,38.660214481516554,7.221455729712996,11.704756516304998,2.5499108161467614,13.956123994964598,3.050038424595467,162.89718530017058,0.0,1.065772443278323,9.797337721402902,9.353632173152367e-05,290,0,Low,6.47
cosmetics,SKU7,36.764533325260146,59.58427486079359,429.5561536597843,8259.199833140967,Female,100.41355201911841,16.59721888427207,10.979689154951195,0.9275199397535508,Carrier B,1.9156292795879837,Supplier 4,21.744202105747576,551.5492144928156,1.1367926945126166,104.77716930028353,Fail,0.38501755443611685,Road,Route C,811.1460496690222,0.0,20.76849298066287,16.09587702779977,6.089513862005487,4.885508402073152,22.221914902985247,1.9070889421737922,378.3327928055859,0.0,0.5139538772211987,49.230633401684564,0.00030147257139305576,419,1,Low,8.2
haircare,SKU26,78.06553101773436,8.944596894024317,394.5241175279211,3691.2592886832235,Male,66.07283428539809,15.846148167338297,41.96359134412949,3.861454449259277,Carrier B,6.216825872318621,Supplier 2,25.52257123034357,154.7848437079371,3.9971771305909907,15.552786429566773,Pass,2.3376710209263334,Rail,Route A,558.0456781624548,85.25322871116184,10.874184325993316,12.496536009676207,4.854564849272628,5.986917780095032,30.84786750107108,1.5148884134509892,416.77953174856486,0.0,0.027585395458497464,3.5101970466488965,0.001863003066092347,294,0,Low,1.25
haircare,SKU26,112.55204132888211,8.57129142690361,363.76429085690353,4103.396094352536,Male,50.51042571378277,16.343207782098062,41.54734346307182,4.699384876948011,Carrier B,6.7793302639676085,Supplier 2,26.80514856823307,145.3722432823155,3.838562617774018,15.33360115883849,Pass,2.4188144662823152,Rail,Route A,653.9108620338734,72.55390390632236,10.923433577020921,10.35222602361644,4.348266716942283,6.096398569469545,31.78744591436746,1.8090420011685004,492.35690761046436,0.0,0.02777284650563057,3.1504901648149835,0.001923496369725996,308,0,Low,1.56
haircare,SKU97,3.0602571659388644,65.05125345070427,66.31915779360901,5346.4343004894445,Male,47.43272743955455,20.398652412857817,3.911305244805545,8.968838696720542,Carrier A,7.239868554873666,Supplier 4,8.841833081145865,543.1105061358901,12.948850193579215,60.10422958941618,Fail,3.1334912657829115,Road,Route A,541.5354704480949,0.0,72.51044971663343,1.891372935324997,22.55235072050943,1.1975768579354167,20.89041133864156,6.953698402842416,61.20501620967882,0.0,15.314636199642704,109.77401782962544,0.00151185391453533,61,1,Low,54.7
skincare,SKU20,102.84505972969431,22.397172641396867,309.59351911190174,8913.108123084967,Unknown,28.32936052350639,13.883087081074454,60.35332474332269,5.362833452527368,Carrier A,8.055150057554828,Supplier 1,28.338750095196314,348.25961813856725,5.70067558783019,62.521736397171374,Pass,4.372675453812613,Air,Route B,527.1840317724251,26.126023317512598,27.5127006284152,10.107864613167333,2.4795150572079745,12.725747261844585,34.39395792197548,1.350396101554711,399.58567189426253,0.0,0.05596192221824214,4.499305669914493,0.001064687537669392,219,0,High,2.53
cosmetics,SKU29,69.74879946981169,3.005944137555616,217.31733222179298,8862.315907778997,Female,51.862575398976645,5.061972392475278,68.24646994804014,6.563264393244883,Carrier B,7.943846191043141,Supplier 1,16.64367361215136,358.7887145365653,7.249760156201027,45.00775991013077,Pass,3.908649146205044,Road,Route B,696.2934102067121,34.7409905018137,36.12809537246966,9.112431276158379,4.602687875020921,5.407816396208205,22.681323392134576,2.8309106424645476,210.25932688765567,0.0,0.10170290587193787,4.301381245607082,0.001066325225613262,131,1,Medium,2.04
cosmetics,SKU96,24.975966722948165,27.92323542552427,270.3308641733586,7514.231571479145,Non-binary,69.79285814775177,1.8822329633969648,29.056087601630434,2.970474715847838,Carrier C,5.496364649844135,Supplier 3,23.520154860670687,718.1918337080389,25.20195539178954,17.201586688229284,Pending,4.23796270239745,Road,Route A,190.63498407463555,29.47632622925876,26.71435726233201,9.53883990562376,6.647413777069901,5.270275588815251,54.316391145736006,0.5672319720459456,618.2782411774447,0.0,0.12013962759012303,21.15788081895586,0.0006206105135235208,197,1,Medium,3.81
cosmetics,SKU27,102.85483888690602,43.331478741681785,380.4125303648579,2511.7779784204718,Unknown,41.986214482075276,7.73019204204723,67.41236694064034,8.424281644200883,Carrier C,7.820588672565821,Supplier 5,25.58288474215768,303.6613304426578,3.9066671844586254,10.840134335858586,Fail,2.668303580047149,Sea,Route B,741.5535822945508,110.20842345488896,7.655763817583188,9.88235779328869,3.869251198206736,6.712615070472656,29.36938695414085,2.006318745304071,406.00109131858665,0.0,0.015439775887727571,4.387163585896615,0.0028799411362397847,300,1,Medium,1.56
skincare,SKU63,15.046610309228843,49.920586247122905,260.2454706040115,3421.62341679691,Non-binary,52.99442739079651,19.347935259444874,9.401589852929279,3.428034296637968,Carrier A,2.450453588176475,Supplier 3,20.20624617094025,727.3770618784829,10.446858979146887,21.884774644704024,Pending,4.351121667981448,Sea,Route A,629.4283580605447,0.0,16.900430506121854,8.60372643476043,5.37466956393012,4.70694109479578,28.332111481067727,2.6641226285798005,289.5314228751904,0.0,0.3662306055168435,66.98802424503086,0.0006156495838180313,213,0,Medium,4.92
cosmetics,SKU96,24.986469154873536,31.856377691099947,333.88112428268676,8095.800997435049,Non-binary,71.78466054512538,2.3133702507131297,30.50031395924655,3.3901700865233333,Carrier C,6.4110777043683465,Supplier 3,26.830624204740175,636.7615989393522,27.040269847160253,18.73936282247198,Pending,3.295367625288047,Road,Route A,181.20003352278283,26.50674376006351,23.074602959548102,10.47931562547026,5.957327249177211,5.061339416064464,58.411334100673315,0.6601740759258676,775.54810814025,0.0,0.14865003308975577,19.202072945448318,0.0007142933413520669,284,0,Medium,4.09
haircare,SKU68,41.24932760007048,29.431137335322752,165.45793337148146,3553.0705031020175,Non-binary,0.0,7.635900691868232,51.23947462504231,8.412530544775187,Carrier B,1.2300953901931615,Supplier 2,2.211746924023677,302.16263348361434,17.855496864209105,97.94264838879046,Fail,1.743725641030649,Rail,Route A,297.63002529432185,0.0,25.414846266752402,5.859993334737249,0.0,179.45015795334515,21.458244185758982,1.7562014745602426,128.71660299155633,0.0,0.0,6.1979685290665545,0.0003116820701175168,159,1,High,6.99
skincare,SKU60,18.442726378083343,15.515069311130892,422.20799440484427,9325.091525119007,Female,43.281741902078494,25.014934611379264,82.41269887165575,8.354153249293818,Carrier C,4.2647651028196,Supplier 4,27.81884800843536,905.9271967545492,22.04479191383475,94.1084748161822,Fail,2.6440339189424833,Rail,Route A,440.1429921127169,0.0,24.578813538436666,13.484482392607172,3.035160304020705,9.023480885777742,46.880020202839724,1.2825930595943438,879.2066013290537,0.0,0.5141828341235883,12.588744164572475,0.0005015504288024593,338,1,Medium,16.24
skincare,SKU47,90.45906105715281,84.48173569707276,938.7582794310562,8076.03667888639,Male,4.017492933889476,14.649945354982654,49.38089519493606,8.210358971536435,Carrier B,8.49606406831527,Supplier 1,10.908888864290931,804.2960473882232,20.112165317835682,19.757078523264486,Pending,0.3841783594340616,Rail,Route A,615.4477832365556,79.78849634619013,7.508056165022959,28.739612950068768,0.11038675010518587,197.1577167932125,36.9063300470671,0.6236583506000402,1040.04148351953,0.0,0.0009308891874141399,19.481740036186324,0.0013881016112450618,1140,1,High,1.36
